Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,EMA_50,EMA_12,EMA_26,MACD,Signal_Line,Daily_Return,Volatility
2024-02-28 00:00:00-05:00,181.65227187035535,182.25940572629614,179.28346722817705,180.56739807128906,48953900,0.0,0.0,,,180.56739807128906,180.56739807128906,180.56739807128906,0.0,0.0,,
2024-02-29 00:00:00-05:00,180.41810366151438,181.71199718953457,178.6862755375109,179.90054321289062,136682600,0.0,0.0,,,180.54124690037148,180.46480501615085,180.5180014151114,-0.053196398960551505,-0.010639279792110302,-0.00369310775655729,
2024-03-01 00:00:00-05:00,178.70617492699984,179.68156498512658,176.54637506189474,178.81565856933594,73488000,0.0,0.0,,,180.47357676974264,180.21109017817932,180.39190194505395,-0.1808117668746263,-0.0446737772086135,-0.006030468970129044,
2024-03-04 00:00:00-05:00,175.3221528407019,176.0686281128373,172.9732433768994,174.277099609375,81510100,0.0,0.0,,,180.2305776654145,179.29816855220943,179.93895362389253,-0.6407850716830978,-0.1638960361035104,-0.025381216590722122,
2024-03-05 00:00:00-05:00,169.9574719243141,171.23145507958293,168.82283020205665,169.3204803466797,95132400,0.0,0.0,,,179.80273071173863,177.76313959751255,179.15240004780267,-1.3892604502901236,-0.4089689189408331,-0.028441024516732805,
2024-03-06 00:00:00-05:00,170.256065044738,170.43522699407845,167.88724549652,168.32518005371094,68587700,0.0,0.0,,,179.35263068593363,176.31114582154308,178.350383751944,-2.0392379304009296,-0.7350227212328524,-0.0058782038116764745,
2024-03-07 00:00:00-05:00,168.35503848083317,169.92761476617306,167.6981518296525,168.20574951171875,71765100,0.0,0.0,,,178.91549809086638,175.0641617738778,177.59892936377918,-2.534767589901378,-1.0949716949665576,-0.0007095227342343025,
2024-03-08 00:00:00-05:00,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,76114600,0.0,0.0,,,178.56303257998835,174.27392574150838,177.030684785979,-2.7567590444706127,-1.4273291648673687,0.010236737190947531,
2024-03-11 00:00:00-04:00,172.12725037151972,173.56048535052068,171.2414336396481,171.93814086914062,60139500,0.0,0.0,,,178.30323290505314,173.91457422268257,176.6534593106576,-2.738885087975035,-1.689640349488902,0.011831585802096978,
2024-03-12 00:00:00-04:00,172.3362371923594,173.2121062975323,170.20629520329734,172.41586303710938,59825400,0.0,0.0,,,178.07235565532986,173.68400327105593,176.33956329039478,-2.65556001933885,-1.8828242834588917,0.0027784537250077346,
2024-03-13 00:00:00-04:00,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700,0.0,0.0,,,177.76856758601085,173.1673504428466,175.8940963716763,-2.7267459288297005,-2.0516086125330535,-0.012122452729098399,
2024-03-14 00:00:00-04:00,172.0973925529764,173.49080701178275,171.2414336176872,172.1869659423828,72913500,0.0,0.0,,,177.54968124704504,173.01652205815986,175.61949411765457,-2.6029720594947037,-2.1618813019253835,0.010927331578703514,
2024-03-15 00:00:00-04:00,170.36554869703198,171.80873107910156,169.4896795825833,171.80873107910156,121664700,0.0,0.0,,,177.3245459463414,172.83070806138167,175.33721537405805,-2.5065073126763764,-2.230806504075582,-0.002196652117140041,
2024-03-18 00:00:00-04:00,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200,0.0,0.0,,,177.1511747214619,172.8419190845405,175.15694606575107,-2.315026981210565,-2.2476505995025784,0.00637248541407609,
2024-03-19 00:00:00-04:00,173.52065910891577,175.77999515234478,172.2168180823409,175.2524871826172,55215200,0.0,0.0,,,177.07671638660523,173.21277571501383,175.16402318551891,-1.9512474705050806,-2.188369973703079,0.013585071371088997,
2024-03-20 00:00:00-04:00,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,53423100,0.0,0.0,,,177.1062689599476,173.92316514452494,175.36152569080167,-1.4383605462767264,-2.0383680882178083,0.014709176832010451,
2024-03-21 00:00:00-04:00,176.21791925324277,176.65585381045534,170.037097774542,170.56460571289062,106181300,0.0,0.0,,,176.84973314633754,173.4064636935043,175.00619828503048,-1.599734591526186,-1.950641388879484,-0.040857497331239556,
2024-03-22 00:00:00-04:00,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600,0.0,0.0,,,176.63877702973025,173.10860038263462,174.7442837582024,-1.635683375567794,-1.8876497862171462,0.005310283784700109,
2024-03-25 00:00:00-04:00,169.76839047714014,171.13194711675717,168.65364374159117,170.0470733642578,54288300,0.0,0.0,,,176.38027884677055,172.63759622596126,174.39634224753985,-1.7587460215785882,-1.8618690332894348,-0.00830043672598868,
2024-03-26 00:00:00-04:00,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,57388400,0.0,0.0,,,176.08742202178232,172.06449370036268,173.99012651139395,-1.925632811031278,-1.8746217888378036,-0.0066725262142970365,
2024-03-27 00:00:00-04:00,169.60914876354798,172.78415954350993,169.31055559917013,172.49551391601562,60273300,0.0,0.0,,,175.94656288037973,172.13080450277081,173.87941446729184,-1.7486099645210231,-1.8494194239744475,0.021212672806168564,
2024-03-28 00:00:00-04:00,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,65672700,0.0,0.0,,,175.73979973931398,171.90669654591426,173.64198397217416,-1.7352874262599016,-1.8265930244315385,-0.010559179722779977,
2024-04-01 00:00:00-04:00,170.38546326457012,170.4451788535061,168.68349304450714,169.2309112548828,46240500,0.0,0.0,,,175.48454921051274,171.49503727037097,173.3152378449674,-1.8202005745964414,-1.8253145344645192,-0.0084558319322382,
2024-04-02 00:00:00-04:00,168.28538634231538,168.54415896803064,167.43937496323824,168.0465087890625,49329500,0.0,0.0,,,175.19286135084803,170.96449442709275,172.92496161860407,-1.9604671915113272,-1.852345065873881,-0.006998735969910741,
2024-04-03 00:00:00-04:00,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,47691700,0.0,0.0,,,174.94422724494774,170.6396016922155,172.62331199132902,-1.9837102991135112,-1.878618112521807,0.004797379410839575,
2024-04-04 00:00:00-04:00,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400,0.0,0.0,,,174.67294818938606,170.23760317466312,172.2828156459065,-2.0452124712433886,-1.9119369842661234,-0.004892313614852095,
2024-04-05 00:00:00-04:00,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200,0.0,0.0,,,174.44197121248155,170.01382349830268,172.02357265571493,-2.0097491574122444,-1.9314994188953478,0.004501810422863128,
2024-04-08 00:00:00-04:00,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,37425500,0.0,0.0,,,174.1759464768588,169.6514414915025,171.7002221222621,-2.0487806307595804,-1.9549556612681944,-0.006663553729580385,
2024-04-09 00:00:00-04:00,167.90717701117094,169.2806964440478,167.55883097808936,168.87261962890625,42451200,0.0,0.0,,,173.9679728749783,169.53162274341076,171.4907700857172,-1.9591473423064372,-1.9557939974758431,0.007242581380179525,
2024-04-10 00:00:00-04:00,168.00671152069506,168.29534195603523,166.3246514051182,166.9915008544922,49709300,0.0,0.0,,,173.69438573692003,169.1408347605002,171.15749088340425,-2.0166561229040383,-1.9679664225614821,-0.011139276328796077,
2024-04-11 00:00:00-04:00,167.5488670137579,174.63541624491384,167.36972023014152,174.21737670898438,91070300,0.0,0.0,,,173.7148951868049,169.92184121411316,171.38414909270648,-1.4623078785933217,-1.8668347137678503,0.04327091988225473,0.015671423656479524
2024-04-12 00:00:00-04:00,173.44102962389059,177.52176704196785,173.39127675717174,175.72027587890625,101593300,0.0,0.0,,,173.79353756688732,170.8139080856198,171.70534366946202,-0.8914355838422239,-1.671754887782725,0.008626574445741664,0.01576157554188419
2024-04-15 00:00:00-04:00,174.53585255667426,175.7998881273465,171.68929323241036,171.87840270996094,73531800,0.0,0.0,,,173.71843423916474,170.97767648936457,171.71816285764712,-0.7404863682825464,-1.4855011838826895,-0.021863573510394807,0.01620630235499215
2024-04-16 00:00:00-04:00,170.94285690412892,172.94340539530876,167.47921549696915,168.58399963378906,73711200,0.0,0.0,,,173.51708386248336,170.60941851158373,171.4860026188428,-0.8765841072590774,-1.3637177685579671,-0.01916705661810847,0.015923705212165098
2024-04-17 00:00:00-04:00,168.81289870293196,169.84800441976404,167.21046447753906,167.21046447753906,50901200,0.0,0.0,,,173.26976545523064,170.0865025063461,171.16929608985734,-1.0827935835112328,-1.3075329315486202,-0.008147482318806576,0.015128256116223988
2024-04-18 00:00:00-04:00,167.24029654336022,167.84743029154777,165.76725645436014,166.25494384765625,43122900,0.0,0.0,,,172.99467441179635,169.49703194347074,170.80526999784243,-1.3082380543716852,-1.3076739561132333,-0.005714478653404909,0.015126206538322024
2024-04-19 00:00:00-04:00,165.42888374733738,165.6179780634261,163.3088890664717,164.2245635986328,67772100,0.0,0.0,,,172.65074849755464,168.68588296734183,170.31781026456764,-1.6319272972258148,-1.3725246243357496,-0.012212450361078764,0.015281886607497583
2024-04-22 00:00:00-04:00,164.74211969252124,166.47393259764522,163.9956444231876,165.06060791015625,48116400,0.0,0.0,,,172.35309592549982,168.1281483431594,169.92838786794456,-1.8002395247851553,-1.4580676044256309,0.005090860302523037,0.015183629639098247
2024-04-23 00:00:00-04:00,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,49537800,0.0,0.0,,,172.1084888635087,167.81852795878513,169.64596031066918,-1.827432351884056,-1.531940553917316,0.006391639700882301,0.015058842211228331
2024-04-24 00:00:00-04:00,165.75732156896873,168.50436038665487,165.4288858023208,168.22567749023438,48251800,0.0,0.0,,,171.9562217508313,167.88116634823888,169.54075417582214,-1.659587827583266,-1.5574700086505062,0.012702367774262369,0.01525331717253867
