Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,Volatility
2024-02-28 00:00:00-05:00,77.59800412996552,78.91062791882912,77.10314167422683,77.6409912109375,393110000,0.0,0.0,,
2024-02-29 00:00:00-05:00,79.07158408060953,79.96732622132019,78.32779165828474,79.0895767211914,507289000,0.0,0.0,0.018657483471821612,
2024-03-01 00:00:00-05:00,79.97732295310118,82.27667403889559,79.41248066903071,82.25567626953125,479135000,0.0,0.0,0.04003181809280698,
2024-03-04 00:00:00-05:00,84.1061487649486,87.67014062841129,83.69526978721244,85.21283721923828,615616000,0.0,0.0,0.03595084356266365,
2024-03-05 00:00:00-05:00,85.24982845264307,86.07663632751537,83.3972699001233,85.94366455078125,520639000,0.004,0.0,0.008576493347624004,
2024-03-06 00:00:00-05:00,88.00118270950952,89.70277597405403,87.00941296076404,88.67901611328125,582520000,0.0,0.0,0.031827262390978994,
2024-03-07 00:00:00-05:00,90.13666439223407,92.74504822295889,89.58079619428543,92.6470718383789,608119000,0.0,0.0,0.0447462759400572,
2024-03-08 00:00:00-05:00,95.11550233441162,97.37696845591753,86.48553983918421,87.5073013305664,1142269000,0.0,0.0,-0.05547688022756658,
2024-03-11 00:00:00-04:00,86.40855937952054,88.77599553639187,84.1460941174641,85.75371551513672,678364000,0.0,0.0,-0.020039308592152416,
2024-03-12 00:00:00-04:00,88.02818123787033,91.93825182530047,86.12962825022079,91.89126586914062,668075000,0.0,0.0,0.0715718300616437,
2024-03-13 00:00:00-04:00,91.03346116743805,91.48235245425685,88.41407818473327,90.86650085449219,635713000,0.0,0.0,-0.011151930544822108,
2024-03-14 00:00:00-04:00,89.55581179224637,90.62455913756881,86.57951107256054,87.9231948852539,602318000,0.0,0.0,-0.03239154079402162,
2024-03-15 00:00:00-04:00,86.90943243257094,89.52481079500164,86.23659514436741,87.81621551513672,642086000,0.0,0.0,-0.0012167366103654764,
2024-03-18 00:00:00-04:00,90.36661573398221,92.38313682655732,87.0643957820598,88.43407440185547,668976000,0.0,0.0,0.007035817737012895,
2024-03-19 00:00:00-04:00,86.67949392679418,90.52258665813423,84.98989876877435,89.37686157226562,672171000,0.0,0.0,0.010660903919523346,
2024-03-20 00:00:00-04:00,89.77575552459182,90.3886171092284,88.20213035729925,90.35062408447266,479063000,0.0,0.0,0.010895017961888298,
2024-03-21 00:00:00-04:00,92.27816909757175,92.6260863495621,90.38361309634699,91.41336822509766,480372000,0.0,0.0,0.011762443828073454,
2024-03-22 00:00:00-04:00,91.11943529384952,94.75557583351618,90.81250872192483,94.26669311523438,586719000,0.0,0.0,0.03121343131248211,
2024-03-25 00:00:00-04:00,93.91877671343534,96.74310530536229,93.48787892632636,94.97952270507812,552136000,0.0,0.0,0.007561839354780053,
