Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MACD,Signal_Line
2024-02-28 00:00:00-05:00,483.66701476706055,489.70037463345716,481.42319871917215,482.689697265625,12715500,0.0,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,487.09757083882613,490.3486207729217,481.2835770049522,488.7829284667969,17732000,0.0,0.0,0.48606972544962446,0.0972139450899249
2024-03-01 00:00:00-05:00,490.7574679212223,502.864116895511,490.4982032013804,500.9194641113281,16273600,0.0,0.0,1.8295110178818845,0.44367335964831683
2024-03-04 00:00:00-05:00,501.6175171473394,503.0336277038722,495.05561550272165,496.82073974609375,12324100,0.0,0.0,2.534251841587775,0.8617890560362085
2024-03-05 00:00:00-05:00,493.6395420956379,494.2179346329204,486.54909782644194,488.8726806640625,15325300,0.0,0.0,2.4234856445960418,1.1741283737481751
2024-03-06 00:00:00-05:00,496.2623079349238,501.5876277126765,492.9314913143984,494.7265319824219,11757900,0.0,0.0,2.776058835943502,1.4945144661872405
2024-03-07 00:00:00-05:00,501.8967723955973,518.4212078949104,500.00200048626294,510.78228759765625,18586400,0.0,0.0,4.301456412876121,2.0559028555250167
2024-03-08 00:00:00-05:00,512.7768225236404,522.13104776378,497.97761185778705,504.5594787597656,18575200,0.0,0.0,4.95114262525226,2.6349508094704657
2024-03-11 00:00:00-04:00,495.64399319559266,495.95313873552806,474.69172878903987,482.2608642578125,20428300,0.0,0.0,3.6249259068697484,2.8329458289503227
2024-03-12 00:00:00-04:00,491.9043421088278,500.92945706495095,483.3977870371672,498.3764953613281,15448200,0.0,0.0,3.830134937399066,3.0323836506400714
2024-03-13 00:00:00-04:00,494.0284488064857,499.6030811930546,489.68041632114824,494.20794677734375,12090700,0.0,0.0,3.6147291917990287,3.148852758871863
2024-03-14 00:00:00-04:00,498.8850950832054,499.972095675005,486.81834463819604,490.4782409667969,12620000,0.0,0.0,3.1072441219912434,3.140531031495739
2024-03-15 00:00:00-04:00,487.6659788635188,490.47820503950635,479.9771476795585,482.76947021484375,29141700,0.0,0.0,2.059286994527497,2.9242822241020905
